5200,5300,14:30
5250,5350,14:35
5300,5400,14:40
5350,5450,14:45
5400,5500,14:50
5450,5550,14:55
5500,5600,15:00
5555,5650,15:05
5610,5700,15:10
5665,5750,15:15
5720,5800,15:20
5775,5850,15:25
5830,5900,15:30
5885,5950,15:35
5940,6000,15:40
5995,6050,15:45
6050,6100,15:50
6105,6150,15:55
6160,6200,16:00
6215,6250,16:05
6270,6300,16:10
6325,6350,16:15
6380,6400,16:20
6435,6450,16:25
6490,6500,16:30
6545,6550,16:35
6600,6600,16:40
6655,6650,16:45
6710,6700,16:50
6765,6750,16:55
6820,6800,17:00
6875,6850,17:05
6930,6900,17:10
6985,6950,17:15
7040,7000,17:20
7095,7050,17:25
7150,7100,17:30
7205,7150,17:35
7260,7200,17:40
7315,7250,17:45
7370,7300,17:50
7350,7350,17:55
7330,7400,18:00
7310,7450,18:05
7290,7500,18:10
7270,7550,18:15
7250,7600,18:20
7230,7650,18:25
7210,7650,18:30
7190,7640,18:35
7170,7630,18:40
7150,7620,18:45
7130,7610,18:50
7110,7600,18:55
7090,7590,19:00
7070,7580,19:05
7050,7570,19:10
7030,7560,19:15
7010,7550,19:20
6990,7540,19:25
6970,7530,19:30
6950,7520,19:35
6930,7510,19:40
6910,7500,19:45
6890,7490,19:50
6870,7480,19:55
6850,7470,20:00
6830,7460,20:05
6810,7450,20:10
6790,7440,20:15
6770,7430,20:20
6750,7420,20:25
6730,7410,20:30
6710,7400,20:35
6690,7390,20:40
6670,7380,20:45
6650,7370,20:50
6630,7360,20:55
6610,7350,21:00
6590,7340,21:05
6570,7330,21:10
6550,7320,21:15
6530,7310,21:20
6510,7300,21:25
6490,7290,21:30
6470,7280,21:35
6450,7270,21:40
6430,7260,21:45
6410,7250,21:50
6390,7240,21:55
6370,7230,22:00
6350,7220,22:05
6330,7210,22:10
6310,7200,22:15
6290,7190,22:20
6270,7180,22:25
6250,7170,22:30
6230,7160,22:35
6210,7150,22:40
6190,7140,22:45
6170,7130,22:50
6150,7120,22:55
6130,7110,23:00
6110,7100,23:05
6090,7090,23:10
6070,7080,23:15
6050,7070,23:20
6030,7060,23:25
6010,7050,23:30
5990,7040,23:35
5970,7030,23:40
5950,7020,23:45
5930,7010,23:50
5910,7000,23:55
5890,6990,00:00
5870,6980,00:05
5850,6970,00:10
5830,6960,00:15
5810,6950,00:20
5790,6940,00:25
5770,6930,00:30
5750,6920,00:35
5730,6910,00:40
5710,6900,00:45
5690,6890,00:50
5670,6880,00:55
5650,6870,01:00
5630,6860,01:05
5610,6850,01:10
5590,6840,01:15
5570,6830,01:20
5550,6820,01:25
5530,6810,01:30
5510,6800,01:35
5490,6790,01:40
5470,6780,01:45
5468,6770,01:50
5466,6760,01:55
5464,6750,02:00
5462,6740,02:05
5460,6730,02:10
5458,6720,02:15
5456,6710,02:20
5454,6700,02:25
5452,6690,02:30
5450,6680,02:35
5448,6670,02:40
5446,6660,02:45
5444,6650,02:50
5442,6640,02:55
5440,6630,03:00
5438,6620,03:05
5436,6610,03:10
5434,6600,03:15
5432,6590,03:20
5430,6580,03:25
5428,6570,03:30
5426,6560,03:35
5424,6550,03:40
5422,6540,03:45
5420,6530,03:50
5418,6520,03:55
5416,6510,04:00
5414,6500,04:05
5412,6490,04:10
5410,6480,04:15
5408,6470,04:20
5406,6460,04:25
5404,6450,04:30
5402,6440,04:35
5400,6430,04:40
5398,6420,04:45
5396,6410,04:50
5394,6400,04:55
5392,6390,05:00
5390,6380,05:05
5388,6370,05:10
5386,6360,05:15
5384,6350,05:20
5382,6340,05:25
5380,6330,05:30
5378,6320,05:35
5376,6310,05:40
5374,6300,05:45
5372,6290,05:50
5370,6280,05:55
5368,6270,06:00
5366,6260,06:05
5364,6250,06:10
5362,6240,06:15
5360,6230,06:20
5358,6220,06:25
5356,6210,06:30
5354,6200,06:35
5352,6190,06:40
5350,6180,06:45
5348,6170,06:50
5346,6160,06:55
5344,6150,07:00
5342,6140,07:05
5340,6130,07:10
5338,6120,07:15
5336,6100,07:20
5334,6080,07:25
5332,6060,07:30
5330,6040,07:35
5328,6020,07:40
5326,6000,07:45
5324,5980,07:50
5322,5960,07:55
5320,5940,08:00
5318,5920,08:05
5316,5900,08:10
5314,5880,08:15
5312,5860,08:20
5310,5840,08:25
5308,5820,08:30
5306,5800,08:35
5304,5780,08:40
5302,5760,08:45
5300,5740,08:50
5298,5720,08:55
5296,5700,09:00
5294,5680,09:05
5292,5660,09:10
5290,5640,09:15
5288,5620,09:20
5286,5600,09:25
5284,5580,09:30
5282,5560,09:35
5280,5540,09:40
5278,5520,09:45
5276,5500,09:50
5274,5480,09:55
5272,5460,10:00
5270,5440,10:05
5268,5420,10:10
5266,5400,10:15
5264,5380,10:20
5262,5360,10:25
5260,5340,10:30
5258,5320,10:35
5256,5300,10:40
5254,5280,10:45
5252,5260,10:50
5250,5240,10:55
5248,5220,11:00
5246,5200,11:05
5244,5180,11:10
5242,5160,11:15
5240,5140,11:20
5238,5120,11:25
5236,5100,11:30
5234,5080,11:35
5232,5060,11:40